country_name,wbcode,year,gdp_capita,lp_bl,lh_bl,tradewb,mortnew,ginv,dem,unrestreg,pop
Kyrgyz Republic,KGZ,2010,372.7284240722656,17.782434463500977,13.012243270874023,130.23513793945312,26.899999618530273,27.401594161987305,1,0.11538461595773697,5447900
Cambodia,KHM,2000,293.5684509277344,81.26305389404297,0.7728712558746338,103.47893524169922,81.5999984741211,17.528993606567383,0,0.2142857164144516,12197905
Cambodia,KHM,2005,427.5292663574219,81.47125244140625,0.7533190846443176,134.990234375,51.900001525878906,18.465700149536133,0,0.0714285746216774,13320058
Cambodia,KHM,2010,557.947509765625,82.8009033203125,0.8567187786102295,110.00049591064453,37.29999923706055,17.367656707763672,0,0.0714285746216774,14363586
Korea,KOR,2000,11346.6650390625,14.791975021362305,26.822160720825195,70.94140625,5.199999809265137,30.562334060668945,1,0.2142857164144516,47008111
Korea,KOR,2005,13801.8291015625,12.700410842895508,31.992921829223633,75.9925537109375,4.800000190734863,29.687204360961914,1,0.0714285746216774,48138077
Korea,KOR,2010,16372.5,10.47991943359375,37.130496978759766,98.30378723144531,3.5,29.526771545410156,1,0.0714285746216774,49410366
Kuwait,KWT,2000,19434.400390625,23.36688995361328,10.339189529418945,95.91044616699219,11.100000381469727,10.66551399230957,0,0.1666666716337204,1929470
Kuwait,KWT,2005,24715.552734375,47.26606369018555,8.298925399780273,96.35658264160156,10.100000381469727,16.42860221862793,0,0.2777777910232544,2263604
Lao People's Dem.Rep,LAO,2000,326.33734130859375,38.367061614990234,4.121087074279785,74.27845764160156,84.69999694824219,13.929398536682129,0,0.2142857164144516,5342879
Lao People's Dem.Rep,LAO,2005,408.4863586425781,37.64703369140625,4.265227317810059,81.11201477050781,71,23.075183868408203,0,0.0714285746216774,5745012
Lao People's Dem.Rep,LAO,2010,554.87982177734375,36.255287170410156,4.830380439758301,75.63368225097656,58.20000076293945,24.323596954345703,0,0.0714285746216774,6260544
Liberia,LBR,2000,196.9943389892578,17.944616317749023,2.5336086750030518,67.80958557128906,119.5,7.5,0,0.18421052396297455,2891968
Liberia,LBR,2005,139.58486938476562,17.907806396484375,4.515353679656982,91.21857452392578,83.69999694824219,13.300000190734863,1,0.2368421107530594,3269786
Liberia,LBR,2010,155.03323364257812,18.935447692871094,8.901542663574219,95.56913757324219,60.79999923706055,26.365468978881836,1,0.31578946113586426,3957990
Libya,LBY,2000,6479.71240234375,30.467655181884766,4.19861364364624,52.838287353515625,24.399999618530273,13.368660926818848,0,0.1666666716337204,5337264
Libya,LBY,2005,7194.62158203125,26.45868492126465,8.85612678527832,98.55186462402344,19.799999237060547,9.922242164611816,0,0.2777777910232544,5801543
Sri Lanka,LKA,2000,871.2049560546875,16.899999618530273,13.300000190734863,82.283477783203125,14.800000190734863,28.03927993774414,1,0.5,18655000
Sri Lanka,LKA,2005,999.80413818359375,14.600104331970215,15.018798828125,76.4889144897461,11.5,26.827455520629883,1,1,19373000
Sri Lanka,LKA,2010,1295.74267578125,12.65530014038086,16.4069881439209,50.19761657714844,8.899999618530273,27.5780029296875,1,0,20118000
Lesotho,LSO,2000,379.775634765625,64.20281219482422,0.6992457509040833,173.31932067871094,79.9000015258789,41.34385681152344,1,0.18421052396297455,1856225
Lesotho,LSO,2005,416.5360107421875,62.52814865112305,0.8999993801116943,178.65606689453125,84.19999694824219,21.97735023498535,1,0.2368421107530594,1925844
Lesotho,LSO,2010,495.7342529296875,60.56888961791992,1.2277590036392212,156.41607666015625,76.80000305175781,28.019176483154297,1,0.31578946113586426,2010586
Lithuania,LTU,2000,3267.347412109375,13.655962944030762,16.174238204956055,93.39530944824219,9.600000381469727,18.889385223388672,1,0.11538461595773697,3499536
Lithuania,LTU,2005,4873.50439453125,11.38576602935791,25.564498901367188,116.66293334960938,8.100000381469727,23.908138275146484,1,0.18518517911434174,3322528
Lithuania,LTU,2010,5332.23876953125,6.01414155960083,25.35642433166504,123.91909790039062,5.599999904632568,16.77062225341797,1,0.11538461595773697,3097282
Luxembourg,LUX,2000,46457.890625,31.830646514892578,16.416399002075195,265.0286865234375,3.9000000953674316,23.133501052856445,1,0.043478261679410934,436300
Luxembourg,LUX,2005,51980.44140625,27.945327758789062,16.444486618041992,283.9884338378906,2.799999952316284,22.443714141845703,1,0.17391304671764374,465158
Luxembourg,LUX,2010,52301.5859375,23.624547958374023,16.54085922241211,303.72918701171875,2,19.401084899902344,1,0.17391304671764374,506953
Latvia,LVA,2000,3300.9345703125,16.583065032958984,14.406230926513672,91.24080657958984,14.399999618530273,23.709911346435547,1,0.11538461595773697,2367550
Latvia,LVA,2005,5046.8623046875,5.458585739135742,15.755456924438477,107.4217529296875,10.699999809265137,34.38972854614258,1,0.18518517911434174,2238799
Latvia,LVA,2010,5011.21923828125,4.444134712219238,18.381017684936523,98.84675598144531,8.199999809265137,22.24590492248535,1,0.11538461595773697,2097555
Morocco,MAR,2000,1271.81103515625,17.900495529174805,7.464626312255859,57.62196350097656,42.400001525878906,25.532499313354492,0,0.1666666716337204,28950553
Morocco,MAR,2005,1530.8507080078125,19.689788818359375,8.364850997924805,66.63790130615234,34.70000076293945,28.796863555908203,0,0.2777777910232544,30385479
Morocco,MAR,2010,1844.35107421875,21.113666534423828,9.29194450378418,72.92918395996094,28.799999237060547,35.121456146240234,0,0.2222222238779068,32107739
Moldova,MDA,2000,354.0016784667969,11.76870346069336,11.581048965454102,117.19773864746094,25.299999237060547,23.947147369384766,1,0.11538461595773697,3639592
Moldova,MDA,2005,504.5300598144531,9.899198532104492,11.51627254486084,133.1446990966797,19.5,30.82567024230957,1,0.18518517911434174,3595187
Moldova,MDA,2010,595.87451171875,8.348751068115234,11.490978240966797,112.71641540527344,16.100000381469727,23.524438858032227,1,0.11538461595773697,3562045
Maldives,MDV,2000,2284.973876953125,27.54705810546875,1.380905270576477,169.39834594726562,36,26.323009490966797,0,0,286000
Maldives,MDV,2005,2759.44775390625,44.5787353515625,1.9074863195419312,115.96461486816406,20.200000762939453,40.412635803222656,0,0.20000000298023224,321000
Mexico,MEX,2000,5816.6142578125,42.08424377441406,12.023073196411133,63.295616149902344,21.5,23.86800193786621,1,0.6000000238418579,102808590
Mexico,MEX,2005,5982.65380859375,37.98834228515625,14.912331581115723,55.475135803222656,16.700000762939453,23.723976135253906,1,0.3333333432674408,109747906
Mexico,MEX,2010,6105.28076171875,33.616355895996094,16.830493927001953,59.42374038696289,14.699999809265137,24.03596305847168,1,0.1428571492433548,118617542
Mali,MLI,2000,214.4665985107422,14.439764976501465,0.7882261276245117,64.9697036743164,116.4000015258789,24.564931869506836,1,0.18421052396297455,11046926
Mali,MLI,2005,249.99192810058594,15.530304908752441,1.0606342554092407,63.38568878173828,97.19999694824219,22.64505386352539,1,0.2368421107530594,12881384
Mali,MLI,2010,269.89288330078125,17.22867774963379,1.5611605644226074,57.360931396484375,83.4000015258789,21.160194396972656,1,0.31578946113586426,15167286
Malta,MLT,2000,10208.2724609375,32.828773498535156,9.09737491607666,178.72901916503906,6.599999904632568,25.276058197021484,1,0.043478261679410934,381363
Malta,MLT,2005,10183.615234375,33.16935348510742,10.794489860534668,157.41421508789062,5.800000190734863,18.07896614074707,1,0.17391304671764374,403834
