record_id,municipality_name,construction_cost,units,fees,square_feet,volume
20679607,OLD BRIDGE,20000,1,7244,6733,73831
20679614,OLD BRIDGE,19000,1,7833,5700,68145
20679670,OLD BRIDGE,276000,24,52104,27158,328150
20680161,OLD BRIDGE,31800,1,8396,3780,71505
20680167,OLD BRIDGE,33250,1,6146,5030,42661
20680462,OLD BRIDGE,116250,4,17966,7808,116614
20680495,OLD BRIDGE,112850,4,16969,7808,116614
20680499,OLD BRIDGE,112850,5,16884,7808,116614
20680506,OLD BRIDGE,10000,1,369,208,1536
20680701,OLD BRIDGE,16000,1,997,192,1728
20680816,OLD BRIDGE,102550,5,21445,10362,142044
20681145,OLD BRIDGE,32300,1,4388,2969,37847
20681311,OLD BRIDGE,113250,5,21609,10362,142044
20681315,OLD BRIDGE,101550,4,17588,7808,116614
20681662,OLD BRIDGE,25300,1,4822,3233,37103
20682463,OLD BRIDGE,68000,1,10752,10531,102944
20682530,OLD BRIDGE,116250,4,17966,7808,116614
20682567,OLD BRIDGE,112850,4,16969,7808,116614
20683103,OLD BRIDGE,21000,1,4256,1234,27148
20683247,OLD BRIDGE,40000,1,1100,481,2772
20683451,OLD BRIDGE,10000,1,4302,2002,25385
20683452,OLD BRIDGE,10000,1,4302,2002,25385
20683666,OLD BRIDGE,21000,1,4457,1234,27148
20684556,OLD BRIDGE,51000,1,11952,4535,123113
20684939,OLD BRIDGE,51000,1,11952,4535,123113
20685427,OLD BRIDGE,15200,1,3713,1496,22440
20685955,OLD BRIDGE,803274,83,193620,95232,1247536
20685956,OLD BRIDGE,803274,83,193282,95232,1247566
20685957,OLD BRIDGE,648400,67,163195,84139,1126440
20686494,OLD BRIDGE,21430,1,8209,4170,70688
20686496,OLD BRIDGE,21260,1,7751,5457,63036
20686498,OLD BRIDGE,21180,1,7715,5772,61688
20686500,OLD BRIDGE,21430,1,6986,4432,48664
20686636,OLD BRIDGE,62500,1,11873,2670,63820
20686641,OLD BRIDGE,21270,1,6527,5600,45470
20687192,OLD BRIDGE,21430,1,8209,4170,70688
20687194,OLD BRIDGE,21260,1,7751,5457,63036
20687196,OLD BRIDGE,21180,1,7715,5772,61688
20687198,OLD BRIDGE,21430,1,6986,4432,48664
20687334,OLD BRIDGE,62500,1,11873,2670,63820
20687339,OLD BRIDGE,21270,1,6527,5600,45470
20687785,OLD BRIDGE,625000,36,79446,43470,586845
20687897,OLD BRIDGE,33800,1,8029,6777,77042
20687983,OLD BRIDGE,16500,1,5939,3628,44562
20687985,OLD BRIDGE,16500,1,5939,3628,44562
20688076,OLD BRIDGE,21180,1,7715,5772,61688
20688078,OLD BRIDGE,21260,1,7751,5457,63036
20688080,OLD BRIDGE,21260,1,7751,5457,63036
20688082,OLD BRIDGE,21430,1,6986,4432,48664
20688088,OLD BRIDGE,70800,1,10597,8535,96730
20688431,OLD BRIDGE,21430,1,8209,4170,70688
20688472,OLD BRIDGE,21180,1,7675,5772,61688
20688474,OLD BRIDGE,21270,1,6487,5600,45470
20688550,OLD BRIDGE,21270,1,6487,5600,45470
20688552,OLD BRIDGE,21430,1,8168,4170,70688
20688554,OLD BRIDGE,21270,1,6487,5600,45470
20688556,OLD BRIDGE,21430,1,8168,4170,70688
20688558,OLD BRIDGE,21180,1,7675,5772,61688
20688560,OLD BRIDGE,21180,1,7675,5772,61688
20688640,OLD BRIDGE,21430,1,8168,4170,70688
20688642,OLD BRIDGE,21430,1,8168,4170,70688
20688644,OLD BRIDGE,21180,1,7675,5772,61688
20688646,OLD BRIDGE,21430,1,6946,4432,48664
20688648,OLD BRIDGE,21260,1,7711,5457,63036
20688650,OLD BRIDGE,21180,1,7675,5772,61688
20688657,OLD BRIDGE,21430,1,8168,4170,70688
20688710,OLD BRIDGE,16500,1,5939,3628,44562
20688712,OLD BRIDGE,16500,1,5939,3628,44562
20688714,OLD BRIDGE,16500,1,5939,3628,44562
20688716,OLD BRIDGE,16500,1,5939,3628,44562
20689124,OLD BRIDGE,21430,1,8209,4170,70688
20689165,OLD BRIDGE,21180,1,7675,5772,61688
20689167,OLD BRIDGE,21270,1,6487,5600,45470
20689243,OLD BRIDGE,21270,1,6487,5600,45470
20689245,OLD BRIDGE,21430,1,8168,4170,70688
20689247,OLD BRIDGE,21270,1,6487,5600,45470
20689249,OLD BRIDGE,21430,1,8168,4170,70688
20689251,OLD BRIDGE,21180,1,7675,5772,61688
20689253,OLD BRIDGE,21180,1,7675,5772,61688
20689333,OLD BRIDGE,21430,1,8168,4170,70688
20689335,OLD BRIDGE,21430,1,8168,4170,70688
20689337,OLD BRIDGE,21180,1,7675,5772,61688
20689339,OLD BRIDGE,21430,1,6946,4432,48664
20689341,OLD BRIDGE,21260,1,7711,5457,63036
20689343,OLD BRIDGE,21180,1,7675,5772,61688
20689350,OLD BRIDGE,21430,1,8168,4170,70688
20689403,OLD BRIDGE,16500,1,5939,3628,44562
20689405,OLD BRIDGE,16500,1,5939,3628,44562
20689407,OLD BRIDGE,16500,1,5939,3628,44562
20689409,OLD BRIDGE,16500,1,5939,3628,44562
20689703,OLD BRIDGE,21270,1,6487,5600,45470
20689705,OLD BRIDGE,21260,1,7711,5457,63036
20689707,OLD BRIDGE,21270,1,6487,5600,45470
20689709,OLD BRIDGE,21430,1,8168,4170,70688
20690112,OLD BRIDGE,21260,1,7711,5457,63036
20690221,OLD BRIDGE,24000,1,5081,3764,40197
20690273,OLD BRIDGE,21180,1,7675,5772,61688
20690274,OLD BRIDGE,21180,1,7675,5772,61688
20690275,OLD BRIDGE,21430,1,6946,4432,48664
20690276,OLD BRIDGE,21430,1,8168,4170,70688
20690716,OLD BRIDGE,11750,1,3168,1155,22890
20690951,OLD BRIDGE,21430,1,6946,4432,48664
20690954,OLD BRIDGE,21430,1,6946,4432,48664
20690956,OLD BRIDGE,21260,1,7711,5457,63036
20690958,OLD BRIDGE,21260,1,7711,5457,63036
20691001,OLD BRIDGE,21180,1,7675,5772,61688
20691003,OLD BRIDGE,21430,1,6946,4432,48664
20691005,OLD BRIDGE,21430,1,6946,4432,48664
20691528,OLD BRIDGE,21180,1,7675,5772,61688
20692034,OLD BRIDGE,20300,1,4691,2577,30971
20692122,OLD BRIDGE,21270,1,6487,5600,45470
20692124,OLD BRIDGE,21430,1,6946,4432,48664
20692126,OLD BRIDGE,21430,1,6946,4432,48664
20692163,OLD BRIDGE,21430,1,8168,4170,70688
20692166,OLD BRIDGE,21260,1,7711,5457,63036
20692175,OLD BRIDGE,21180,1,7675,5772,61688
20692224,OLD BRIDGE,21430,1,8168,4170,70688
20692226,OLD BRIDGE,21180,1,7675,5772,61688
20692228,OLD BRIDGE,21430,1,8168,4170,70688
10000112,METUCHEN,433000,1,3161,3071,43374
10000238,METUCHEN,383500,1,3158,2618,33299
10000241,METUCHEN,193000,1,3915,3262,41970
10000268,METUCHEN,748000,10,27376,7204,84630
10000272,METUCHEN,229000,1,6544,4539,67177
10000274,METUCHEN,331000,1,3696,5160,54064
10000450,METUCHEN,192900,1,3632,3071,38762
10000605,METUCHEN,323000,1,4801,3004,48965
10000608,METUCHEN,323000,1,4401,3004,48965
10000618,METUCHEN,193000,1,4316,3046,54763
10000735,METUCHEN,353000,1,5130,4097,70600
10000742,METUCHEN,193000,1,3763,2899,41773
92028521,METUCHEN,203000,1,4553,2874,50375
92028564,METUCHEN,455100,1,5124,3938,56034
92028671,METUCHEN,207500,1,5175,3241,48375
92028672,METUCHEN,157800,1,4538,3412,51400
92028797,METUCHEN,178000,1,5354,3633,55129
92028801,METUCHEN,369800,2,8082,5193,80170
92029101,METUCHEN,234760,1,4482,4240,52576
92029167,METUCHEN,299000,1,4432,2324,39983
92029179,METUCHEN,287000,1,3525,2991,41981
92029230,METUCHEN,222500,1,5382,4881,60524
92029270,METUCHEN,870000,10,27546,7204,84630
92029424,METUCHEN,178000,1,4677,3415,43375
92029425,METUCHEN,178000,1,4845,3241,48375
92029426,METUCHEN,178000,1,4681,3451,44373
92029464,METUCHEN,283100,1,5035,2991,41981
92029531,METUCHEN,260050,1,4009,2146,31990
92029637,METUCHEN,280000,1,3978,2473,25900
92029694,METUCHEN,176500,1,3990,2623,32930
92029718,METUCHEN,355000,1,4463,3130,45751
92029759,METUCHEN,349250,1,5123,3122,55276
92030002,METUCHEN,208000,1,4288,2178,32733
92030176,METUCHEN,229000,1,4712,3125,42627
92030177,METUCHEN,238500,2,7740,5576,42272
92030491,METUCHEN,289000,1,6614,4539,67177
92030677,METUCHEN,170000,1,4596,3553,44350
92030679,METUCHEN,170000,1,4614,3581,44891
92030773,METUCHEN,331000,1,5868,5160,54064
92031036,METUCHEN,435550,1,5205,5217,47477
92031228,METUCHEN,900000,1,5907,4571,58069
92031249,METUCHEN,582000,1,4945,3396,48375
92031362,METUCHEN,370000,1,4713,2891,58976
92031615,METUCHEN,215500,1,4548,2828,41773
92031616,METUCHEN,215500,1,4548,2828,41773
92031687,METUCHEN,206000,1,5334,3682,55129
92031856,METUCHEN,247000,1,5033,3614,54064
92032137,METUCHEN,125000,1,4773,2977,50375
92032832,METUCHEN,1239500,272,5837,72734,47250
92032955,METUCHEN,1031800,20,62861,18720,235620
92032968,METUCHEN,232000,1,6249,4115,80799
92033068,METUCHEN,433000,1,4662,3071,43374
92033176,METUCHEN,624000,1,5006,3574,54896
92033214,METUCHEN,247000,1,0,3614,54064
10000125,MIDDLESEX,336895,1,4649,2431,44366
10000126,MIDDLESEX,336875,1,4589,2431,44366
10000326,MIDDLESEX,535000,9,8164,8348,110018
10000725,MIDDLESEX,321700,2,6983,3956,77600
28300000,MIDDLESEX,221374,1,3447,2223,34000
29955000,MIDDLESEX,200000,1,4268,3584,77600
29957000,MIDDLESEX,200000,1,4268,3584,77600
29962000,MIDDLESEX,200000,1,4268,3584,77600
30722000,MIDDLESEX,264700,1,3176,645,16397
30914000,MIDDLESEX,347100,1,4449,2906,51352
31028000,MIDDLESEX,322600,1,3509,2349,30600
31138000,MIDDLESEX,381600,1,5994,4075,65600
31335000,MIDDLESEX,325500,1,2894,2566,34600
31499000,MIDDLESEX,229000,1,3418,2694,42500
31850000,MIDDLESEX,378450,1,3302,2810,35500
32243000,MIDDLESEX,380400,1,3504,2349,30600
10000052,MILLTOWN,9184200,1,67864,119000,1388333
10000201,MONROE TWP,375000,1,4697,2491,43237
10000203,MONROE TWP,294900,1,4371,1838,42169
10000205,MONROE TWP,294900,1,4371,1838,42169
10000207,MONROE TWP,274900,1,5320,2731,50178
10000209,MONROE TWP,274900,1,5320,2731,50178
10000211,MONROE TWP,375000,1,4697,2491,43237
10000223,MONROE TWP,274900,1,5320,2731,50178
10000225,MONROE TWP,274900,1,5320,2731,50178
10000227,MONROE TWP,294900,1,4371,1838,42169
10000229,MONROE TWP,375000,1,4697,2491,43237
10000236,MONROE TWP,274900,1,5320,2731,50178
10000238,MONROE TWP,274900,1,5320,2731,50178
10000240,MONROE TWP,294900,1,4371,1838,42169
10000242,MONROE TWP,294900,1,4371,1838,42169
10000245,MONROE TWP,375000,1,4697,2491,43237
10000266,MONROE TWP,375000,1,4697,2491,43237
10000268,MONROE TWP,274900,1,5320,2731,50178
10000270,MONROE TWP,294900,1,4371,1838,42169
10000307,MONROE TWP,375000,1,4697,2491,43237
10000309,MONROE TWP,274900,1,5320,2731,50178
10000311,MONROE TWP,294900,1,4371,1838,42169
10000589,MONROE TWP,294900,1,3855,1838,42169
10000601,MONROE TWP,375000,1,4799,2491,43237
10000613,MONROE TWP,319500,1,7171,3923,84274
10000707,MONROE TWP,297000,1,7274,3783,75611
10000711,MONROE TWP,297000,1,7274,3783,75611
10000817,MONROE TWP,42000,1,6522,3150,68940
10000838,MONROE TWP,267000,1,7022,3678,78072
10000850,MONROE TWP,294500,1,7274,3783,75611
10000851,MONROE TWP,277000,1,7274,3783,75611
10000990,MONROE TWP,274900,1,5590,2861,50178
10001176,MONROE TWP,297000,1,7642,3783,75611
10001348,MONROE TWP,267500,1,5540,2731,50178
10001350,MONROE TWP,294900,1,5015,2452,45615
10001493,MONROE TWP,267500,1,5272,2731,50178
10001495,MONROE TWP,267500,1,5272,2731,50178
10001497,MONROE TWP,20175,1,4323,1838,42169
10001501,MONROE TWP,20175,1,4323,1838,42169
10001503,MONROE TWP,294900,1,4649,2452,43237
10001505,MONROE TWP,267500,1,5272,2731,50178
10001620,MONROE TWP,294900,1,4649,2452,43237
10001622,MONROE TWP,20175,1,4323,1838,42169
10001624,MONROE TWP,294900,1,4773,2452,45615
10001626,MONROE TWP,294900,1,4649,2452,43237
10001628,MONROE TWP,267500,1,5272,2731,50178
10001630,MONROE TWP,20175,1,4323,1838,42169
10001632,MONROE TWP,294900,1,4773,2452,45615
10001639,MONROE TWP,20175,1,4323,1838,42169
10001641,MONROE TWP,294900,1,4649,2452,43237
10001644,MONROE TWP,267500,1,5272,2731,50178
10001670,MONROE TWP,170000,1,3618,2141,32144
10001716,MONROE TWP,297000,1,7274,3783,75611
10001774,MONROE TWP,294900,1,4885,2452,43237
10001776,MONROE TWP,267500,1,5272,2731,50178
10001778,MONROE TWP,267500,1,5272,2731,50178
10001779,MONROE TWP,294900,1,4649,2452,43237
10001783,MONROE TWP,20175,1,4323,1838,42169
10001785,MONROE TWP,20175,1,4542,1838,42169
10001787,MONROE TWP,267500,1,5272,2731,50178
10001789,MONROE TWP,97950,1,1389,431,13326
10001860,MONROE TWP,120300,30,44552,54142,716542
10001870,MONROE TWP,500000,1,14891,18110,282503
10001873,MONROE TWP,98000,30,40899,54142,716542
10001996,MONROE TWP,348000,1,5702,3221,57425
10001999,MONROE TWP,361000,1,5938,3288,58275
10002038,MONROE TWP,299000,1,7274,3783,75611
10002188,MONROE TWP,25000,1,1522,3647,27825
10002600,MONROE TWP,294900,1,4857,2491,54761
10002900,MONROE TWP,249900,1,3762,1925,36259
10003300,MONROE TWP,289900,1,4489,2468,47632
10003500,MONROE TWP,294900,1,3996,1838,42169
10003700,MONROE TWP,292400,1,4520,2932,45208
10003900,MONROE TWP,274900,1,4841,2861,50178
10007400,MONROE TWP,98000,1,21172,28264,357548
10034100,MONROE TWP,277500,1,6576,3783,75611
10034300,MONROE TWP,257000,1,6472,3678,78072
10044600,MONROE TWP,277500,1,6576,3783,75611
10045000,MONROE TWP,257000,1,6472,3678,78072
10054500,MONROE TWP,257000,1,6472,3678,78072
10055100,MONROE TWP,257000,1,6472,3678,78072
10057400,MONROE TWP,292400,1,4520,2932,45208
10057600,MONROE TWP,274900,1,4841,2861,50178
10057800,MONROE TWP,249900,1,3762,1925,36259
10058000,MONROE TWP,294900,1,3996,1838,42169
10058300,MONROE TWP,274900,1,4841,2861,50178
10069600,MONROE TWP,257000,1,6050,3150,68940
10085400,MONROE TWP,294900,1,4890,2491,54761
10085800,MONROE TWP,294900,1,4890,2491,54761
10086100,MONROE TWP,289900,1,4523,2468,47632
10086300,MONROE TWP,294900,1,4030,1838,42169
10086700,MONROE TWP,274900,1,4874,2861,50178
10086900,MONROE TWP,274900,1,4874,2861,50178
10093200,MONROE TWP,25000,1,1466,3647,27825
10093400,MONROE TWP,25000,1,1256,3060,22964
10119100,MONROE TWP,257000,1,6050,3150,68940
10121000,MONROE TWP,294900,1,4030,1838,42169
10121200,MONROE TWP,289900,4,4523,2468,47632
10121500,MONROE TWP,274900,1,4874,2861,50178
10121900,MONROE TWP,292400,1,4553,2932,45208
10122200,MONROE TWP,249900,1,3795,1925,36259
10138300,MONROE TWP,257000,1,6083,3150,68940
10138600,MONROE TWP,257000,1,6472,3678,78072
10142900,MONROE TWP,274900,1,4874,2861,50178
10143200,MONROE TWP,292400,1,4553,2932,45208
10143400,MONROE TWP,294900,1,4030,1838,42169
10143700,MONROE TWP,289900,1,4523,2468,47632
10144000,MONROE TWP,294900,1,4890,2491,54761
10144300,MONROE TWP,355400,1,6216,3049,60598
10144400,MONROE TWP,294900,1,4890,2491,54761
10144600,MONROE TWP,340000,1,9442,4758,98003
10145100,MONROE TWP,300000,1,2616,2628,45088
10151800,MONROE TWP,294900,1,4030,1838,42169
10152300,MONROE TWP,292400,1,4553,2932,45208
10152600,MONROE TWP,292400,1,4553,2932,45208
10152800,MONROE TWP,274900,1,4874,2861,50178
10153100,MONROE TWP,249900,1,3795,1925,36259
10153300,MONROE TWP,274900,1,4874,2861,50178
10154000,MONROE TWP,350000,1,2693,2741,46489
10155900,MONROE TWP,277500,1,6576,3783,75611
10178600,MONROE TWP,277500,1,6576,3783,75611
10179500,MONROE TWP,294900,1,5035,2491,43237
10179700,MONROE TWP,294900,1,4692,1838,42169
10179900,MONROE TWP,274900,1,5740,2861,50178
10189500,MONROE TWP,277500,1,6576,3783,75611
10192700,MONROE TWP,257000,1,6472,3678,78072
10194900,MONROE TWP,277500,1,6576,3783,75611
10204700,MONROE TWP,646145,1,7348,3500,75900
10204800,MONROE TWP,646145,1,7587,3548,80280
10206000,MONROE TWP,294900,1,5172,2913,42797
10206500,MONROE TWP,285400,1,4887,2510,41533
10258300,MONROE TWP,294900,1,4799,2452,43237
10258700,MONROE TWP,375000,1,4799,2491,43237
10258900,MONROE TWP,274900,1,5422,2731,50178
10259100,MONROE TWP,289900,1,4786,2510,41533
10259300,MONROE TWP,294900,1,4473,1838,42169
10276600,MONROE TWP,375000,1,4799,2452,43237
10276900,MONROE TWP,274900,1,5422,2731,50178
10277100,MONROE TWP,289900,1,4710,2510,41533
10277300,MONROE TWP,375000,1,4799,2491,43237
10277500,MONROE TWP,289900,1,4710,2510,41533
10277700,MONROE TWP,294900,1,4884,2913,40917
10277800,MONROE TWP,294900,1,4799,2452,43237
10278100,MONROE TWP,274900,1,5422,2731,50178
10278300,MONROE TWP,294900,1,4473,1838,42169
10278500,MONROE TWP,294900,1,4473,1838,42169
10313400,MONROE TWP,274900,1,5470,2731,50178
10313600,MONROE TWP,294900,1,4540,1838,42169
10313800,MONROE TWP,274900,1,5470,2731,50178
10314000,MONROE TWP,375000,1,4847,2491,43237
10314200,MONROE TWP,274900,1,5470,2731,50178
10314400,MONROE TWP,257000,1,7268,3678,78072
10314600,MONROE TWP,257000,1,7268,3678,78072
10319200,MONROE TWP,675000,1,8625,4932,106737
10334800,MONROE TWP,294900,1,4521,1838,42169
10335400,MONROE TWP,375000,1,4847,2491,43237
10339200,MONROE TWP,257000,1,7316,3678,78072
10339500,MONROE TWP,257000,1,7316,3678,78072
10367000,MONROE TWP,257000,1,7268,3678,78072
10386400,MONROE TWP,257000,1,6362,3405,62271
10402400,MONROE TWP,274900,1,5470,2731,50178
78509000,MONROE TWP,225100,1,5175,3252,65864
79486000,MONROE TWP,249900,1,3393,1925,36259
79545000,MONROE TWP,263500,1,4403,2861,50178
79551000,MONROE TWP,272400,1,4198,2861,50178
79741000,MONROE TWP,244900,1,3693,2116,36258
79745000,MONROE TWP,231900,1,3695,2114,36320
79791000,MONROE TWP,265500,1,4269,3857,45821
79793000,MONROE TWP,265500,1,4336,3405,45818
79797000,MONROE TWP,475500,1,6998,4515,95332
79907000,MONROE TWP,265500,1,4336,3405,45818
80040000,MONROE TWP,272400,1,4198,2861,50178
80059000,MONROE TWP,162400,1,5052,3314,59545
80260000,MONROE TWP,294900,1,3431,1838,42169
80269000,MONROE TWP,294900,1,4194,2491,54761
80271000,MONROE TWP,286000,1,4194,2491,54761
80274000,MONROE TWP,294900,1,4194,2491,54761
80277000,MONROE TWP,294900,1,4194,2491,54761
80281000,MONROE TWP,108300,1,3115,2690,28630
80286000,MONROE TWP,108300,1,3115,2690,28630
80287000,MONROE TWP,108300,1,3115,2690,28630
80290000,MONROE TWP,108300,1,3115,2690,28630
80293000,MONROE TWP,108300,1,3115,2690,28630
80294000,MONROE TWP,108300,1,3115,2690,28630
80297000,MONROE TWP,108300,1,3115,2690,28630
80299000,MONROE TWP,108300,1,3115,2690,28630
80301000,MONROE TWP,108300,1,3115,2690,28630
80302000,MONROE TWP,108300,1,3115,2690,28630
80305000,MONROE TWP,108300,1,3115,2690,28630
80306000,MONROE TWP,108300,1,3115,2690,28630
80308000,MONROE TWP,108300,1,3115,2690,28630
80311000,MONROE TWP,108300,1,3115,2690,28630
80313000,MONROE TWP,108300,1,3115,2690,28630
80315000,MONROE TWP,108300,1,3115,2690,28630
80316000,MONROE TWP,108300,1,3115,2690,28630
80319000,MONROE TWP,108300,1,3115,2690,28630
80321000,MONROE TWP,108300,1,3115,2690,28630
80322000,MONROE TWP,108300,1,3115,2690,28630
80326000,MONROE TWP,108300,1,3115,2690,28630
80328000,MONROE TWP,108300,1,3115,2690,28630
80334000,MONROE TWP,108300,1,3115,2690,28630
80335000,MONROE TWP,108300,1,3115,2690,28630
80337000,MONROE TWP,108300,1,3115,2690,28630
80340000,MONROE TWP,108300,1,3115,2690,28630
80342000,MONROE TWP,108300,1,3115,2690,28630
80346000,MONROE TWP,108300,1,3115,2690,28630
80349000,MONROE TWP,108300,1,3115,2690,28630
80350000,MONROE TWP,108300,1,3115,2690,28630
80353000,MONROE TWP,108300,1,3115,2690,28630
80354000,MONROE TWP,108300,1,3115,2690,28630
80358000,MONROE TWP,108300,1,3115,2690,28630
80361000,MONROE TWP,108300,1,3115,2690,28630
80364000,MONROE TWP,108300,1,3115,2690,28630
80366000,MONROE TWP,108300,1,3115,2690,28630
80368000,MONROE TWP,108300,1,3115,2690,28630
80369000,MONROE TWP,108300,1,3115,2690,28630
80372000,MONROE TWP,108300,1,3115,2690,28630
80373000,MONROE TWP,108300,1,3115,2690,28630
80376000,MONROE TWP,108300,1,3115,2690,28630
80377000,MONROE TWP,108300,1,3115,2690,28630
80379000,MONROE TWP,108300,1,3115,2690,28630
80382000,MONROE TWP,108300,1,3115,2690,28630
80383000,MONROE TWP,108300,1,3115,2690,28630
80386000,MONROE TWP,108300,1,3115,2690,28630
80387000,MONROE TWP,108300,1,3115,2690,28630
80396000,MONROE TWP,294900,1,4194,2491,54761
80398000,MONROE TWP,294900,1,4194,2491,54761
80460000,MONROE TWP,5600500,53,82555,53330,689952
80465000,MONROE TWP,162400,1,5578,3715,67338
80620000,MONROE TWP,277000,1,5857,3783,75611
80638000,MONROE TWP,165000,1,4689,2931,49632
80679000,MONROE TWP,148500,1,4170,2614,48129
80710000,MONROE TWP,294900,1,3431,1838,42169
80737000,MONROE TWP,244900,1,3521,2116,36258
80740000,MONROE TWP,148500,1,3620,1833,40035
80795000,MONROE TWP,231900,1,3523,2114,36320
80798000,MONROE TWP,165200,1,4655,3128,49339
80799000,MONROE TWP,165200,1,5077,3230,59555
80889000,MONROE TWP,165000,1,5200,3338,62569
80925000,MONROE TWP,267000,1,5834,3768,78072
81023000,MONROE TWP,277000,1,5583,3783,75611
81025000,MONROE TWP,277000,1,5583,3783,75611
81246000,MONROE TWP,165000,1,5393,3404,51745
81303000,MONROE TWP,267000,1,5562,3768,78072
81386000,MONROE TWP,294900,1,3925,1838,42169
81388000,MONROE TWP,231900,1,4002,2114,36320
81390000,MONROE TWP,244900,1,3999,2116,36258
81392000,MONROE TWP,231900,1,4002,2114,36320
81394000,MONROE TWP,244900,1,3999,2116,36258
81397000,MONROE TWP,294900,1,3925,1838,42169
81399000,MONROE TWP,244900,1,3999,2116,36258
81401000,MONROE TWP,231900,1,4002,2114,36320
81403000,MONROE TWP,294900,1,4786,2491,54761
81405000,MONROE TWP,294900,1,4786,2491,54761
81537000,MONROE TWP,267000,1,6329,3768,78072
81547000,MONROE TWP,244900,1,3999,2116,36258
81549000,MONROE TWP,231900,1,4002,2114,36320
81550000,MONROE TWP,294900,1,4786,2491,54761
81551000,MONROE TWP,256000,1,6124,3150,68940
81571000,MONROE TWP,277000,1,6362,3783,75611
81596000,MONROE TWP,182000,1,4626,4062,42714
81598000,MONROE TWP,500000,1,14991,18110,282503
81620000,MONROE TWP,425000,1,1719,3598,30720
81623000,MONROE TWP,450000,1,4815,4362,89451
81701000,MONROE TWP,272400,1,5005,2861,50178
81703000,MONROE TWP,249900,1,3872,1925,36259
81706000,MONROE TWP,287400,1,4636,2768,47632
81730000,MONROE TWP,267000,1,6329,3768,78072
81732000,MONROE TWP,267000,1,6329,3768,78072
81764000,MONROE TWP,267000,1,6329,3768,78072
81886000,MONROE TWP,277000,1,6362,3783,75611
81888000,MONROE TWP,277000,1,6362,3783,75611
81891000,MONROE TWP,148500,1,5094,2543,54717
81892000,MONROE TWP,148700,1,5181,2433,55400
81896000,MONROE TWP,277000,1,6362,3783,75611
81950000,MONROE TWP,256000,1,5836,3150,68940
81952000,MONROE TWP,256000,1,5836,3150,68940
82002000,MONROE TWP,249900,1,3691,1925,36259
82012000,MONROE TWP,256000,1,5836,3150,68940
82015000,MONROE TWP,256000,1,5836,3150,68940
82101000,MONROE TWP,274900,1,4770,2861,50178
82104000,MONROE TWP,274900,1,4770,2861,50178
82106000,MONROE TWP,274900,1,4770,2861,50178
82108000,MONROE TWP,274900,1,4770,2861,50178
82111000,MONROE TWP,287400,1,4418,2768,47632
82113000,MONROE TWP,294900,1,3925,1838,42169
82115000,MONROE TWP,294900,1,4786,2491,54761
82117000,MONROE TWP,231900,1,4002,2114,36320
82132000,MONROE TWP,294250,1,5513,2935,56405
82134000,MONROE TWP,249900,1,3691,1925,36259
82136000,MONROE TWP,287400,1,4418,2768,47632
82138000,MONROE TWP,274900,1,4770,2861,50178
82140000,MONROE TWP,274900,1,4770,2861,50178
82143000,MONROE TWP,244900,1,3999,2116,36258
82145000,MONROE TWP,231900,1,4002,2114,36320
82147000,MONROE TWP,244900,1,3999,2116,36258
82166000,MONROE TWP,674000,1,7007,4334,93463
82175000,MONROE TWP,165200,1,7066,3685,80275
82180000,MONROE TWP,148700,1,5029,2542,53482
82183000,MONROE TWP,147500,1,5233,3126,56400
82186000,MONROE TWP,256000,1,5836,3150,68940
82267000,MONROE TWP,231900,1,4002,2114,36320
82269000,MONROE TWP,244900,1,3999,2116,36258
82271000,MONROE TWP,231900,1,4002,2114,36320
82273000,MONROE TWP,244900,1,3999,2116,36258
82275000,MONROE TWP,294900,1,4786,2491,54761
82277000,MONROE TWP,287400,1,4418,2768,47632
82279000,MONROE TWP,274900,1,4770,2861,50178
82281000,MONROE TWP,294900,1,4786,2491,54761
82334000,MONROE TWP,277000,1,6362,3783,75611
82336000,MONROE TWP,277000,1,6362,3783,75611
82338000,MONROE TWP,277000,1,6362,3783,75611
82341000,MONROE TWP,277000,1,6362,3783,75611
82435000,MONROE TWP,476000,2,7797,3935,88453
82487000,MONROE TWP,226300,1,6077,3443,70041
82510000,MONROE TWP,249900,1,3691,1925,36259
82731000,MONROE TWP,19900,1,3925,1838,42169
82774000,MONROE TWP,187907,1,4694,3405,35088
82776000,MONROE TWP,176293,1,4691,2323,35485
82778000,MONROE TWP,168644,1,4542,3680,32675
82801000,MONROE TWP,312400,1,4693,2932,45208
82896000,MONROE TWP,170144,1,4327,3680,32675
82898000,MONROE TWP,176293,1,4469,2323,35485
82900000,MONROE TWP,170144,1,4327,3680,32675
82934000,MONROE TWP,294250,1,5254,2935,56405
82950000,MONROE TWP,277000,1,6362,3783,75611
82968000,MONROE TWP,1841558,24,23001,31656,370448
82972000,MONROE TWP,31750,1,1682,1208,1208
82974000,MONROE TWP,31300,1,1698,1293,1293
82977000,MONROE TWP,31300,1,1692,1185,1185
82979000,MONROE TWP,31750,1,1692,1185,1185
82981000,MONROE TWP,31300,1,1613,1185,1185
82983000,MONROE TWP,31750,1,1613,1185,1185
82985000,MONROE TWP,31750,1,1614,1208,1208
82987000,MONROE TWP,31300,1,1619,1293,1293
82998000,MONROE TWP,31750,1,1614,1208,1208
83000000,MONROE TWP,31300,1,1619,1293,1293
83002000,MONROE TWP,31300,1,1613,1185,1185
83004000,MONROE TWP,31750,1,1613,1185,1185
83006000,MONROE TWP,31300,1,1613,1185,1185
