record_id,municipality_name,construction_cost,units,fees,square_feet,volume
15570300,EDISON,291160,1,5103,3998,50200
15570500,EDISON,293100,1,5079,3910,49570
15587300,EDISON,239000,1,6432,5011,82844
15590900,EDISON,508000,1,5783,4004,68910
15610600,EDISON,449200,1,7186,6325,81535
15611900,EDISON,288000,1,6325,3610,72461
15621100,EDISON,224000,1,3913,2780,30561
15623100,EDISON,374500,1,6366,4210,79073
15638200,EDISON,136000,1,4130,2847,33960
15642700,EDISON,292400,1,4248,3802,38185
15646200,EDISON,404500,1,5676,3232,70950
15653000,EDISON,378000,1,9487,5276,113980
15654900,EDISON,362000,1,7888,4600,78866
15667800,EDISON,230000,1,4385,2771,54500
15690500,EDISON,320400,1,8044,5571,100862
15701400,EDISON,350000,1,5136,4618,37098
15703000,EDISON,232900,1,4697,2948,37894
15709000,EDISON,80500,1,4328,3220,27260
15776700,EDISON,565000,1,7160,5656,103207
15800900,EDISON,231180,1,6400,5164,86809
15819700,EDISON,260065,1,3326,3187,27142
15836800,EDISON,383500,1,6152,5240,85168
15884200,EDISON,243860,1,6412,4780,78455
15890300,EDISON,269000,1,6150,3789,64567
15898600,EDISON,505700,1,9461,5555,100768
15904200,EDISON,100500,1,6915,5015,83317
15908500,EDISON,548900,1,5764,1825,69468
15917700,EDISON,226000,1,3649,2401,20503
15954600,EDISON,269000,1,6041,3791,64607
15980100,EDISON,277000,1,6879,4804,85754
16038600,EDISON,530500,1,8600,6708,99722
16064200,EDISON,132000,1,3042,1025,19680
16072200,EDISON,305000,1,8888,5325,105986
16081600,EDISON,652000,1,6634,4626,68110
16082600,EDISON,248000,1,4838,2732,47912
16105400,EDISON,268000,1,6518,4448,81829
16108800,EDISON,169300,1,3700,2395,25821
16110200,EDISON,236800,1,5337,2812,57800
16128000,EDISON,265900,1,4854,2993,51014
16128800,EDISON,265900,1,5238,2989,52763
16140100,EDISON,323000,1,6942,4734,98076
16140800,EDISON,372400,1,7130,4974,91980
16144300,EDISON,405500,1,5055,3481,40948
16161200,EDISON,192000,1,6957,3814,85916
16170900,EDISON,269000,1,6013,3552,63878
16173100,EDISON,391950,1,7691,4210,83197
16180300,EDISON,250000,1,6135,3000,65240
16180600,EDISON,250000,1,6587,3600,75215
16180700,EDISON,250000,1,7249,4200,92470
16180800,EDISON,250000,1,6344,3600,73605
16198000,EDISON,5189600,15,47634,19695,242169
16200700,EDISON,377500,1,5273,4051,70354
16204100,EDISON,279411,1,6063,3542,63878
16207000,EDISON,175000,1,5913,3658,66097
16213200,EDISON,202500,1,3220,2076,17582
16222600,EDISON,179200,1,4057,2566,28851
16237600,EDISON,361200,1,7150,4818,90955
16269700,EDISON,33000,1,543,484,4356
16279600,EDISON,395000,1,4970,3883,33214
16290300,EDISON,515000,1,6001,4713,59567
16297400,EDISON,1383800,1,12911,7584,49420
16310300,EDISON,187400,1,4233,2087,33900
16325400,EDISON,280700,1,5159,3505,53841
16342800,EDISON,215000,1,5063,3298,30698
16359400,EDISON,288000,1,6324,3751,75042
16363200,EDISON,239000,1,5155,4420,41082
16365000,EDISON,153300,1,5355,3219,59164
16366400,EDISON,278500,1,6177,4551,77791
16404800,EDISON,76000,1,5121,3151,54652
16423100,EDISON,186000,1,4479,3700,47112
16424600,EDISON,103500,1,3040,1996,19000
16435500,EDISON,1000000,10,32012,13910,197812
16435800,EDISON,1000000,10,25756,13910,197812
16435900,EDISON,1000000,10,25756,13910,197812
16436000,EDISON,1000000,10,25756,13910,197812
16436200,EDISON,1600000,16,45364,20400,297320
16436300,EDISON,1600000,16,36668,20400,297320
16436400,EDISON,1600000,16,36668,20400,297320
16436500,EDISON,1600000,16,36668,20400,297320
16436600,EDISON,1600000,16,36668,20400,297320
16436700,EDISON,1600000,16,36668,20400,297320
16436800,EDISON,1600000,16,36668,20400,297320
16436900,EDISON,1600000,16,36668,20400,297320
16437000,EDISON,2000000,20,55079,26610,390436
16437100,EDISON,1280000,16,43433,18700,270694
16437200,EDISON,1280000,16,34883,18700,270694
16437300,EDISON,1500000,15,44005,20000,294894
16437400,EDISON,1500000,15,37462,20000,299894
16467600,EDISON,221300,1,4209,3008,38964
16473600,EDISON,752500,1,6920,5399,79576
16508100,EDISON,175000,1,4531,2517,39549
16508500,EDISON,179200,1,3932,2582,28851
16515700,EDISON,432900,1,5953,4235,76950
16529100,EDISON,141000,1,5942,3709,67868
16548100,EDISON,316500,1,6606,3835,78947
16583600,EDISON,394200,1,6481,46466,83981
16610100,EDISON,163200,1,5687,3556,59468
16631900,EDISON,265900,1,5335,2864,51544
16632000,EDISON,265900,1,5348,2860,49426
16635000,EDISON,873470,1,44130,10920,126039
16636400,EDISON,354300,1,6448,4755,83210
16658300,EDISON,122000,1,6395,7524,65233
16666000,EDISON,362300,1,5391,4955,56400
16666800,EDISON,273000,1,5642,3679,69152
16683700,EDISON,216700,1,5965,2536,63175
16696000,EDISON,220000,1,5623,2159,63234
16762100,EDISON,655750,1,9210,7754,71418
16793900,EDISON,200100,1,8165,5250,110954
16813200,EDISON,441450,1,4904,2943,51628
16840200,EDISON,632450,8,28136,8319,113840
16844400,EDISON,367000,1,4837,2853,36604
16851500,EDISON,635600,1,6500,4889,58292
16891900,EDISON,196000,1,3796,2200,24684
16894800,EDISON,379500,1,6566,4856,90830
16937200,EDISON,485000,1,11735,6887,117032
16937600,EDISON,182500,1,5263,3568,32112
16967100,EDISON,427000,1,4738,3247,46830
16975800,EDISON,422700,1,5049,3263,47117
17010300,EDISON,321200,1,5620,3442,61738
17010400,EDISON,321200,1,5632,3390,62949
17017700,EDISON,650000,1,7544,4989,94257
17018300,EDISON,170300,1,6057,3681,67605
17061300,EDISON,311500,1,6293,4200,73310
17076000,EDISON,237100,1,4142,2281,21375
17087200,EDISON,180000,1,5055,1848,31250
17091200,EDISON,951300,1,9593,6096,115691
17091300,EDISON,627000,1,6829,8143,65721
17093900,EDISON,753300,1,7048,508,85721
17109900,EDISON,89000,1,6386,4347,66797
17124300,EDISON,154760,1,4432,1985,33873
17124400,EDISON,195700,1,6887,4333,82334
17132300,EDISON,10000,1,5068,4480,130906
17132600,EDISON,441600,1,8130,5149,109648
17133400,EDISON,211000,1,5218,3499,58861
17157800,EDISON,329100,1,9325,7526,115865
17159300,EDISON,361550,1,6392,4104,82857
17171600,EDISON,178000,1,4572,2566,28851
17177500,EDISON,269900,1,6214,4190,81755
17201400,EDISON,932200,1,9636,5724,111893
17202200,EDISON,2390400,12,40055,15500,241396
17208600,EDISON,681000,1,30555,2598,79161
17239600,EDISON,373500,1,7337,5654,103500
00000052,HELMETTA,48500,1,1784,1792,17472
16940000,HELMETTA,195500,1,2383,1874,18355
17140000,HELMETTA,271807,1,2302,2226,27124
17240000,HELMETTA,288260,1,2674,4108,30296
00004976,HIGHLAND PARK,3560000,40,41771,56670,566700
00005670,HIGHLAND PARK,240000,1,6419,3580,58452
00005809,HIGHLAND PARK,141500,1,4916,2647,39970
00006124,HIGHLAND PARK,611200,1,6491,3060,64260
00006333,HIGHLAND PARK,158375,1,5458,2622,39730
00006334,HIGHLAND PARK,156375,1,5476,2607,39970
00006344,HIGHLAND PARK,158375,1,5501,2604,39970
00006345,HIGHLAND PARK,158375,1,5649,2601,41970
00006366,HIGHLAND PARK,158375,1,5566,2578,39970
00006970,HIGHLAND PARK,850000,1,10958,8303,148660
00007078,HIGHLAND PARK,142000,1,2273,1526,15812
00007488,HIGHLAND PARK,252600,1,2649,2050,17136
00007511,HIGHLAND PARK,81500,1,4464,2516,45917
00007514,HIGHLAND PARK,81500,1,4464,2516,45917
00008148,HIGHLAND PARK,785700,1,7795,5915,62198
10003657,JAMESBURG,152400,1,1997,3053,29665
10003719,JAMESBURG,152400,1,2224,2052,29665
10003742,JAMESBURG,196500,1,2136,2217,32662
10003999,JAMESBURG,333000,1,2482,3928,33320
10000055,OLD BRIDGE,21430,1,6124,4170,70688
10000057,OLD BRIDGE,21430,1,6374,4170,70688
10000300,OLD BRIDGE,21180,1,7865,5772,61688
10000301,OLD BRIDGE,21260,1,7901,5457,63036
10000307,OLD BRIDGE,21180,1,6235,5772,61688
10000310,OLD BRIDGE,21430,1,6636,4170,70688
10000311,OLD BRIDGE,21260,1,6265,5457,63036
10000312,OLD BRIDGE,12795,1,5643,4432,48664
10000313,OLD BRIDGE,21430,1,6636,4170,70688
10000368,OLD BRIDGE,235153,1,5985,5772,61688
10000458,OLD BRIDGE,21260,1,6015,5457,63036
10000460,OLD BRIDGE,21430,1,5931,4170,70688
10000476,OLD BRIDGE,190597,1,5214,1822,32718
10000501,OLD BRIDGE,21180,1,6181,5772,61688
10000510,OLD BRIDGE,21430,1,6386,4170,70688
10000511,OLD BRIDGE,21430,1,6386,4170,70688
10000580,OLD BRIDGE,21180,1,5985,5772,61688
10000782,OLD BRIDGE,204508,1,5393,4432,48664
10000831,OLD BRIDGE,21430,1,6124,4170,70688
10000854,OLD BRIDGE,21430,1,8159,4170,70688
10000863,OLD BRIDGE,21260,1,7701,5457,63036
10000916,OLD BRIDGE,21180,1,6235,5772,61688
10000923,OLD BRIDGE,21270,1,5273,5600,45470
10000924,OLD BRIDGE,21260,1,6265,5457,63036
10000927,OLD BRIDGE,21180,1,6235,5772,61688
10000928,OLD BRIDGE,21430,1,6636,4170,70688
10000929,OLD BRIDGE,21430,1,6636,4170,70688
10000930,OLD BRIDGE,21270,1,5273,5600,45470
10001202,OLD BRIDGE,13181,1,443,616,4928
10001360,OLD BRIDGE,21270,1,6677,5600,45470
10001372,OLD BRIDGE,21430,1,7136,4432,48664
10001418,OLD BRIDGE,68000,1,10702,10531,102944
10001427,OLD BRIDGE,13500,2,4450,39260,39260
10001434,OLD BRIDGE,21180,1,7865,5772,61688
10001456,OLD BRIDGE,21430,1,8318,4170,70688
10001458,OLD BRIDGE,21180,1,6385,5772,61688
10001459,OLD BRIDGE,21430,1,5683,4432,48664
10001460,OLD BRIDGE,21180,1,7825,5772,61688
10001461,OLD BRIDGE,21430,1,8359,4170,70688
10001464,OLD BRIDGE,21270,1,6637,5600,45470
10001465,OLD BRIDGE,21270,1,6637,5600,45470
10001466,OLD BRIDGE,21270,1,6637,5600,45470
10001467,OLD BRIDGE,21430,1,8318,4170,70688
10001468,OLD BRIDGE,21430,1,8318,4170,70688
10001470,OLD BRIDGE,21430,1,8318,4170,70688
10001471,OLD BRIDGE,21180,1,6385,5772,61688
10001484,OLD BRIDGE,21430,1,6636,4170,70688
10001488,OLD BRIDGE,21180,1,6235,5772,61688
10001489,OLD BRIDGE,21180,1,6235,5772,61688
10001490,OLD BRIDGE,21430,1,6636,4170,70688
10001493,OLD BRIDGE,21260,1,6265,5457,63036
10001581,OLD BRIDGE,21180,1,5985,5772,61688
10001703,OLD BRIDGE,25081,1,5985,5772,61688
10001722,OLD BRIDGE,21260,1,6015,5457,63036
10001734,OLD BRIDGE,216975,1,6015,5457,63036
10001762,OLD BRIDGE,25081,1,5985,5772,61688
10001810,OLD BRIDGE,232044,1,6124,4170,70688
10001811,OLD BRIDGE,21430,1,6124,4170,70688
10001855,OLD BRIDGE,25081,1,5985,5772,61688
10001860,OLD BRIDGE,21430,1,6124,4170,70688
10001881,OLD BRIDGE,21430,1,5393,4432,48664
10001884,OLD BRIDGE,21430,1,5393,4432,48664
10001887,OLD BRIDGE,21430,1,6124,4170,70688
10001890,OLD BRIDGE,21430,1,6124,4170,70688
10001898,OLD BRIDGE,25081,1,5985,5772,61688
10001899,OLD BRIDGE,29500,2,941,1200,11400
10001959,OLD BRIDGE,13500,1,4473,39260,39260
10001960,OLD BRIDGE,13500,1,4473,39260,39260
10001961,OLD BRIDGE,13500,1,4450,39260,39260
10001963,OLD BRIDGE,13500,1,4843,45522,45522
10001986,OLD BRIDGE,21180,1,6235,5772,61688
10001989,OLD BRIDGE,21260,1,6266,5457,63036
10001991,OLD BRIDGE,21180,1,6235,5772,61688
10001995,OLD BRIDGE,21430,1,5643,4432,48664
10002053,OLD BRIDGE,21430,1,6124,4170,70688
10002164,OLD BRIDGE,21430,1,6124,4170,70688
10002198,OLD BRIDGE,21270,1,5023,5600,45470
10002267,OLD BRIDGE,21270,1,5023,5600,45470
10002337,OLD BRIDGE,21430,1,5393,4432,48664
10002432,OLD BRIDGE,21260,1,6015,5457,63036
10002437,OLD BRIDGE,21430,1,6124,4170,70688
10002524,OLD BRIDGE,25081,1,5985,5772,61688
10002568,OLD BRIDGE,21270,1,5023,5600,45470
10002698,OLD BRIDGE,21430,1,6124,4170,70688
10002732,OLD BRIDGE,21260,1,6015,5457,63036
10002763,OLD BRIDGE,21430,1,5393,4432,48664
10002790,OLD BRIDGE,21270,1,5023,5600,45470
10002832,OLD BRIDGE,21430,1,5393,4432,48664
10002904,OLD BRIDGE,21430,1,6124,4170,70688
10002909,OLD BRIDGE,99000,1,8850,4800,115200
10002922,OLD BRIDGE,21270,1,5023,5600,45470
10002931,OLD BRIDGE,21270,1,5023,5600,45470
10003011,OLD BRIDGE,21260,1,6015,5457,63036
10003147,OLD BRIDGE,1055000,2,18802,179226,217771
10003248,OLD BRIDGE,276000,24,52054,27158,328150
10003258,OLD BRIDGE,21000,1,4256,1234,27148
10003259,OLD BRIDGE,21000,1,4457,1234,27148
10003295,OLD BRIDGE,70800,1,10597,8535,96730
10003323,OLD BRIDGE,21180,1,7625,5772,61688
10003324,OLD BRIDGE,21430,1,6636,4170,70688
10003337,OLD BRIDGE,21430,1,5643,4432,48664
10003338,OLD BRIDGE,21260,1,6265,5457,63036
10003339,OLD BRIDGE,21430,1,5643,4432,48664
10003341,OLD BRIDGE,47800,1,4853,3193,34244
10003344,OLD BRIDGE,21430,1,6896,4432,48664
10003345,OLD BRIDGE,21430,1,6896,4432,48664
10003346,OLD BRIDGE,21180,1,6235,5772,61688
10003351,OLD BRIDGE,13500,1,5571,39260,39260
10003353,OLD BRIDGE,13500,1,4593,45522,45522
10003356,OLD BRIDGE,21430,1,5643,4432,48664
10003362,OLD BRIDGE,251000,1,3762,1963,33304
10003366,OLD BRIDGE,21430,1,5643,4432,48664
10003368,OLD BRIDGE,21430,1,6636,4170,70688
10003371,OLD BRIDGE,21430,1,5643,4432,48664
10003375,OLD BRIDGE,21430,1,5643,4432,48664
10003824,OLD BRIDGE,190597,2,5479,2380,32550
10004542,OLD BRIDGE,21430,1,6124,4170,70688
10004548,OLD BRIDGE,21430,1,5393,4432,48664
10004551,OLD BRIDGE,21260,1,6015,5457,63036
10004575,OLD BRIDGE,21260,1,6015,5457,63036
10004600,OLD BRIDGE,21430,1,6124,4170,70688
10004627,OLD BRIDGE,21430,1,6124,4170,70688
10004828,OLD BRIDGE,24000,1,5081,3764,40197
10004835,OLD BRIDGE,13500,1,4473,39260,39260
10004922,OLD BRIDGE,10250,1,429,144,1157
10005003,OLD BRIDGE,21270,1,5023,5600,45470
10005035,OLD BRIDGE,21430,1,6124,4170,70688
10005040,OLD BRIDGE,21430,1,5393,4432,48664
10005048,OLD BRIDGE,21430,1,6124,4170,70688
10005051,OLD BRIDGE,21430,1,6124,4170,70688
10005058,OLD BRIDGE,21430,1,6124,4170,70688
10005078,OLD BRIDGE,21430,1,5393,4432,48664
10005121,OLD BRIDGE,21270,1,5023,5600,45470
10005215,OLD BRIDGE,21270,1,5273,5600,45470
10005217,OLD BRIDGE,21270,1,5273,5600,45470
10006052,OLD BRIDGE,67001,1,1404,576,8064
10006059,OLD BRIDGE,21270,1,5023,5600,45470
10006062,OLD BRIDGE,21430,1,6124,4170,70688
10006065,OLD BRIDGE,21430,1,5393,4432,48664
10006067,OLD BRIDGE,13801,1,706,600,7200
10006190,OLD BRIDGE,150000,1,4189,3290,35994
10006206,OLD BRIDGE,23150,1,1348,1040,1164
10006325,OLD BRIDGE,16500,1,5939,3628,44562
10006327,OLD BRIDGE,16500,1,5939,3628,44562
10006337,OLD BRIDGE,16500,1,4834,3628,44562
10006338,OLD BRIDGE,16500,1,4834,3628,44562
10006339,OLD BRIDGE,16500,1,4834,3628,44562
10006340,OLD BRIDGE,16500,1,4834,3628,44562
10006345,OLD BRIDGE,16500,1,4834,3628,44562
10006346,OLD BRIDGE,16500,1,4834,3628,44562
10006347,OLD BRIDGE,16500,1,4834,3628,44562
10006348,OLD BRIDGE,16500,1,4834,3628,44562
10006351,OLD BRIDGE,13500,1,4744,2200,39260
10006354,OLD BRIDGE,13500,1,4473,39260,39260
10006356,OLD BRIDGE,13500,1,4450,1100,39260
10006358,OLD BRIDGE,13500,1,4450,39260,39260
10006359,OLD BRIDGE,13500,1,4744,39260,39260
10006362,OLD BRIDGE,13500,1,4473,39260,39260
10006363,OLD BRIDGE,13500,1,4450,39260,39260
10006367,OLD BRIDGE,20300,1,4691,2577,30971
10006647,OLD BRIDGE,56500,1,2383,1404,13464
10006656,OLD BRIDGE,225000,1,6624,3464,50998
10007025,OLD BRIDGE,209011,1,7951,5457,63036
10007027,OLD BRIDGE,204529,1,6899,4432,52414
10007080,OLD BRIDGE,308200,1,7542,4245,65950
10007082,OLD BRIDGE,308200,1,8027,4300,73570
10007180,OLD BRIDGE,625000,36,79446,43470,586845
10007229,OLD BRIDGE,232045,1,6699,4989,70688
10007347,OLD BRIDGE,204529,1,5558,4432,52414
10007352,OLD BRIDGE,209011,1,6408,5457,63036
10007555,OLD BRIDGE,232046,1,8308,4989,70688
10007572,OLD BRIDGE,247200,1,4688,2934,31374
10007586,OLD BRIDGE,33800,1,8029,6777,77042
10007619,OLD BRIDGE,16500,1,4833,3628,44562
10007620,OLD BRIDGE,16500,1,4834,3628,44562
10007621,OLD BRIDGE,16500,1,4834,3628,44562
10007622,OLD BRIDGE,16500,1,4834,3628,44562
10007623,OLD BRIDGE,16500,1,4834,3628,44562
10007624,OLD BRIDGE,16500,1,4834,3628,44562
10007633,OLD BRIDGE,13500,1,4473,39260,39260
10007634,OLD BRIDGE,13500,1,4473,39260,39260
10007639,OLD BRIDGE,13500,1,4450,39260,39260
10007687,OLD BRIDGE,204529,1,5558,4432,52414
10007697,OLD BRIDGE,232046,1,6699,4989,70688
10007718,OLD BRIDGE,204529,1,5558,4432,52414
10007793,OLD BRIDGE,232046,1,6699,4989,70688
10007795,OLD BRIDGE,232046,1,6699,4989,70688
10007814,OLD BRIDGE,204529,1,5558,4432,52414
10007816,OLD BRIDGE,232046,1,6699,4989,70688
10007841,OLD BRIDGE,232046,1,6699,4989,70688
10007844,OLD BRIDGE,232046,1,6699,4989,70688
10007859,OLD BRIDGE,204529,1,5558,4432,52414
10008051,OLD BRIDGE,232046,1,6699,4989,70688
10008053,OLD BRIDGE,235153,1,6696,6012,67830
10008154,OLD BRIDGE,235153,1,6696,6012,67830
10008157,OLD BRIDGE,204529,1,5558,4432,52414
10008159,OLD BRIDGE,232046,1,6699,4989,70688
10008184,OLD BRIDGE,232046,1,6699,4989,70688
10008186,OLD BRIDGE,204529,1,5558,4432,52414
10008189,OLD BRIDGE,232046,1,6699,4989,70688
10008191,OLD BRIDGE,232046,1,6699,4989,70688
10008193,OLD BRIDGE,232046,1,6699,4989,70688
10008264,OLD BRIDGE,235153,1,6696,6012,67830
10008283,OLD BRIDGE,232046,1,6699,4989,70688
10008286,OLD BRIDGE,209011,1,6408,5457,63036
10008302,OLD BRIDGE,190597,1,6105,3270,36104
10008500,OLD BRIDGE,204529,1,5558,4432,52414
10008502,OLD BRIDGE,232046,1,6699,4989,70688
10008561,OLD BRIDGE,232046,1,6699,4989,70688
10008566,OLD BRIDGE,232046,1,6699,4989,70688
10008569,OLD BRIDGE,204529,1,5558,4432,52414
10008596,OLD BRIDGE,204529,1,5558,4432,52414
10008604,OLD BRIDGE,235153,1,6696,6012,67830
10008613,OLD BRIDGE,204529,1,5558,4432,52414
10008685,OLD BRIDGE,204529,1,5558,4432,52414
10008696,OLD BRIDGE,216961,1,6669,4659,68490
10008704,OLD BRIDGE,190597,1,5304,2380,34432
10008746,OLD BRIDGE,30000,1,2449,1944,30510
10008754,OLD BRIDGE,191401,1,5972,3270,34800
10008962,OLD BRIDGE,209011,1,6408,5457,63036
10009053,OLD BRIDGE,15000,1,1605,2400,25200
10009101,OLD BRIDGE,308200,1,8027,4300,73570
10009103,OLD BRIDGE,308200,1,8027,4300,73570
10009115,OLD BRIDGE,308200,1,7542,4245,65950
10009120,OLD BRIDGE,308200,1,7542,4245,65950
10009171,OLD BRIDGE,461800,1,10162,1020,18360
10009176,OLD BRIDGE,224927,1,5817,2990,32280
10009364,OLD BRIDGE,232046,1,6699,4989,70688
10009430,OLD BRIDGE,235153,1,6696,6012,67830
10009432,OLD BRIDGE,232046,1,6699,4989,70688
10009440,OLD BRIDGE,232046,1,6699,4989,70688
10009442,OLD BRIDGE,232046,1,6699,4989,70688
10009480,OLD BRIDGE,232046,1,6699,4989,70688
10009482,OLD BRIDGE,232046,1,6699,4989,70688
10009506,OLD BRIDGE,200482,1,5574,3150,34432
10009663,OLD BRIDGE,13500,1,4450,39260,39260
10009665,OLD BRIDGE,13500,1,4450,39260,39260
10009864,OLD BRIDGE,232046,1,6699,4989,70688
10009866,OLD BRIDGE,232046,1,6699,4989,70688
10009876,OLD BRIDGE,204529,1,5558,4432,52414
10009878,OLD BRIDGE,232046,1,6699,4989,70688
10009880,OLD BRIDGE,232046,1,6699,4989,70688
10009920,OLD BRIDGE,232046,1,6699,4989,70688
10009924,OLD BRIDGE,90200,1,4241,600,8888
10009930,OLD BRIDGE,232046,1,6699,4989,70688
10009937,OLD BRIDGE,15300,1,763,600,7640
10009968,OLD BRIDGE,289201,1,4860,4256,40008
10009969,OLD BRIDGE,291200,2,4628,2688,33010
10010088,OLD BRIDGE,648400,67,163145,84139,1126440
10010328,OLD BRIDGE,232046,1,6699,4989,70688
10010329,OLD BRIDGE,232046,1,6699,4989,70688
10010338,OLD BRIDGE,232046,1,6699,4989,70688
10010401,OLD BRIDGE,118500,1,4501,1461,37920
10010407,OLD BRIDGE,133000,1,1959,1600,17600
10010408,OLD BRIDGE,203700,1,5102,4800,50000
10010415,OLD BRIDGE,236500,1,6028,2825,49805
10010430,OLD BRIDGE,29000,1,442,600,6933
10010431,OLD BRIDGE,188200,1,8137,7042,74346
10010432,OLD BRIDGE,182501,1,8137,7042,74346
10010601,OLD BRIDGE,13500,1,4473,2300,39260
10010603,OLD BRIDGE,16500,1,4450,39260,39260
10010793,OLD BRIDGE,204529,1,5558,4432,52414
10010798,OLD BRIDGE,232046,1,6699,4989,70688
10010821,OLD BRIDGE,232046,1,6699,4989,70688
10010871,OLD BRIDGE,51500,1,1710,150,1425
10011024,OLD BRIDGE,232046,1,6699,4989,70688
10011026,OLD BRIDGE,235153,1,6696,6012,67830
10011035,OLD BRIDGE,216961,1,6669,4659,68490
10011068,OLD BRIDGE,204529,1,5558,4432,52414
10011089,OLD BRIDGE,204529,1,5558,4432,52414
10011092,OLD BRIDGE,232046,1,6699,4989,70688
10011096,OLD BRIDGE,209011,1,6408,5457,63036
10011111,OLD BRIDGE,216961,1,6669,4659,68490
10011115,OLD BRIDGE,204529,1,5558,4432,52414
10011144,OLD BRIDGE,235153,1,6696,6012,67830
10011148,OLD BRIDGE,235153,1,6696,6012,67830
10011214,OLD BRIDGE,232046,1,6699,4989,70688
10011216,OLD BRIDGE,235153,1,6696,6012,67830
10011231,OLD BRIDGE,31434,1,856,960,13440
10011621,OLD BRIDGE,204529,1,5558,4432,52414
10011667,OLD BRIDGE,209011,1,6408,5457,63036
10011669,OLD BRIDGE,235153,1,6696,6012,67830
10011674,OLD BRIDGE,204529,1,5558,4432,52414
10011746,OLD BRIDGE,232046,1,6699,4989,70688
10011748,OLD BRIDGE,209011,1,6408,5457,63036
10011755,OLD BRIDGE,209011,1,6408,5457,63036
10011814,OLD BRIDGE,252000,1,4901,2388,36978
10011816,OLD BRIDGE,252000,1,4901,2388,36978
10011820,OLD BRIDGE,252001,1,4901,2388,36987
10011961,OLD BRIDGE,13500,1,4450,39260,39260
10012055,OLD BRIDGE,232046,1,6699,4989,70688
10012062,OLD BRIDGE,232046,1,6699,4989,70688
10012064,OLD BRIDGE,204529,1,5558,4432,52414
10012107,OLD BRIDGE,232046,1,6699,4989,70688
10012152,OLD BRIDGE,204529,1,5558,4432,52414
10012166,OLD BRIDGE,216961,1,6669,4659,68490
10012179,OLD BRIDGE,207000,1,4311,2388,36978
10012181,OLD BRIDGE,207000,1,4311,2388,36978
10012242,OLD BRIDGE,13500,1,4473,2300,39260
10012243,OLD BRIDGE,13500,1,4473,2300,39260
10012244,OLD BRIDGE,13500,1,8946,39260,39260
10012326,OLD BRIDGE,204529,1,5558,4432,52414
10012427,OLD BRIDGE,190597,1,4680,2380,27474
10012474,OLD BRIDGE,232046,1,6699,4989,70688
10012476,OLD BRIDGE,235153,1,6696,6012,67830
10012502,OLD BRIDGE,216961,1,6669,4659,68490
10012532,OLD BRIDGE,190598,1,5767,2600,37465
10012568,OLD BRIDGE,222000,1,5651,1858,24957
10012878,OLD BRIDGE,252001,1,5442,2352,38570
10012880,OLD BRIDGE,252000,1,5517,21216,38570
10012908,OLD BRIDGE,252001,1,5492,3191,38570
10012910,OLD BRIDGE,248001,1,5492,3191,38570
10012915,OLD BRIDGE,252000,1,5492,2352,38570
10012917,OLD BRIDGE,252001,1,5467,2352,38570
10013007,OLD BRIDGE,252000,1,6051,2352,44606
10013010,OLD BRIDGE,252000,1,6001,2352,44606
10013011,OLD BRIDGE,252000,1,6051,2352,44606
10013013,OLD BRIDGE,252000,1,6066,2352,44606
10013033,OLD BRIDGE,312000,1,8231,6981,87200
10013360,OLD BRIDGE,252001,1,5507,2352,38570
10013365,OLD BRIDGE,252001,1,5517,2352,38570
10013368,OLD BRIDGE,232001,1,5442,2352,38570
10013370,OLD BRIDGE,252001,1,5517,2352,38570
10013383,OLD BRIDGE,304000,1,5342,2352,38570
10013385,OLD BRIDGE,252001,1,5417,2352,38570
10013389,OLD BRIDGE,24002,1,5367,2352,38570
10013391,OLD BRIDGE,252000,1,5342,2352,38570
10013403,OLD BRIDGE,252000,1,4420,2352,32341
10013404,OLD BRIDGE,252000,1,4420,2352,32341
10013445,OLD BRIDGE,252000,1,4420,2352,32341
10013447,OLD BRIDGE,252000,1,4495,2352,32341
10013461,OLD BRIDGE,224350,1,6616,3642,57305
10013463,OLD BRIDGE,224351,1,6414,3149,52164
10013465,OLD BRIDGE,224351,1,6438,4441,51359
10013704,OLD BRIDGE,252000,1,4857,2352,38570
10013710,OLD BRIDGE,24228,1,4957,2352,38570
10013824,OLD BRIDGE,803274,83,193570,95232,1247536
10014005,OLD BRIDGE,252000,1,4495,2352,32341
10014007,OLD BRIDGE,252000,1,4495,2352,32341
10014613,OLD BRIDGE,21430,1,5643,4432,48664
10014753,OLD BRIDGE,308200,1,8027,4300,73570
10014776,OLD BRIDGE,308200,1,8027,4300,73570
10014781,OLD BRIDGE,308200,1,8027,4300,73570
10014796,OLD BRIDGE,308200,1,8027,4300,73570
10014815,OLD BRIDGE,308200,1,7542,4245,65950
10014858,OLD BRIDGE,603890,1,9013,6878,73976
10014878,OLD BRIDGE,252000,1,6251,2352,44606
10015150,OLD BRIDGE,308200,1,8027,4300,73570
10015522,OLD BRIDGE,308200,1,8027,4300,73570
10015694,OLD BRIDGE,418508,2,4680,2656,39954
10016030,OLD BRIDGE,150000,1,2012,4160,31580
10016033,OLD BRIDGE,286500,1,3578,1013,25543
10016039,OLD BRIDGE,250501,1,6217,2974,51054
10016122,OLD BRIDGE,308200,1,7542,4245,65950
10016420,OLD BRIDGE,400001,1,229,3341,61833
20677151,OLD BRIDGE,20500,1,8249,5400,59511
20677274,OLD BRIDGE,18500,1,8045,6046,68358
20677279,OLD BRIDGE,18500,1,8045,6046,68358
20677732,OLD BRIDGE,10300,1,2396,800,10304
